SKU,"PRODUCT NAME",CATEGORY,"PRICE (INR)"
REFDE00117,"Dell Refurbished Inspiron 15 5567/ 7th Gen Ci7-7500U/ 16GB/ 2TB/ 4GB/ Win 10/ 15.6-Inch FHD","Brand Refurbished Laptops",64400
REFDE00121,"DELL REFURBISHED INSPIRON 15 5578/ 7th Gen Ci3-7100U/ 4GB/ 1TB/ INT/ WIN 10/ 15.6-Inch FHD Touch","Brand Refurbished Laptops",40000
REFDE00310,"DELL REFURBISHED INSPIRON 15 7548 (5th Gen Ci5-5200U/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-INCH  Touch)","Brand Refurbished Laptops",48800
REFDE00126,"DELL REFURBISHED INSPIRON 15 7548/ 5th Gen Ci7-5500U/ 16GB/ 256GB SSD/ 4GB/ WIN 10/ 15.6-Inch 4K UHD Touch","Brand Refurbished Laptops",97000
REFDE00228,"DELL REFURBISHED INSPIRON 15 7559/ 6th Gen Ci7-6700HQ/ 8GB/ 1TB/ 4GB/ WIN 10/ 15.6-Inch FHD","Brand Refurbished Laptops",71900
REFDE00137,"DELL REFURBISHED INSPIRON 15R 5537/ 4th Gen Ci7-4500U/ 8GB/ 1TB/ 2GB/ WIN 8.1/ 15.6-Inch Touch","Brand Refurbished Laptops",60000
REFDE00197,"DELL REFURBISHED XPS 1200/ 4th Gen Ci5-4210U/ 4GB/ 128GB SSD/ INT/ WIN 8.1/ 12.5-Inch FHD Touch","Brand Refurbished Laptops",68000
REFDE00198,"DELL REFURBISHED XPS 13 9343/ 5th Gen Ci5-5200U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-Inch QHD Touch","Brand Refurbished Laptops",69000
REFDE00381,"DELL REFURBISHED XPS 13 9360 (8TH GEN CI5-8250U / 8GB DDR3 / 256GB NVME M.2 SSD / INTEL HD GRPH / WIN10HM / 13.3-INCH FHD) NON-TOUCH","Brand Refurbished Laptops",71000
REFDE00202,"DELL REFURBISHED XPS 13 9360/ 7th Gen Ci5-7200U/ 8GB/ 256GB SSD/ INT/ WIN 10/ 13.3-Inch FHD","Brand Refurbished Laptops",70000
REFDE00335,"DELL REFURBISHED XPS 13 9365/ 7TH GEN CI7-7Y75/ 16GB/ 512GB SSD/ INT/ WIN 10/ 13.3-INCH QHD TOUCH","Brand Refurbished Laptops",120000
REFDE00323,"DELL REFURBISHED XPS 13 L321X/2NDGEN-CI5/4GB/128GB SSD/INT/WIN 7/13.3""","Brand Refurbished Laptops",67000
REFDE00390,"DELL REFURBISHED INSPIRON DT 20 AIO 3052 (PENTIUM J3710 / 4GB DDR3 / 1TB / INT GRPH / WIN10HM / 19.5-INCH HD+ ) NON-TOUCH","Brand Refurbished Desktops",28000
REFDE00312,"DELL REFURBISHED INSPIRON DT 3250( 6th Gen Ci5-6400/ 4GB/ 1TB/ 2GB/ WIN 10/ Display Not Included)","Brand Refurbished Desktops",38000
REFDE00355,"DELL REFURBISHED INSPIRON DT 3250(PDC-G4400/4GB/500GB/INT/NO OS)DDNYFD2","Brand Refurbished Desktops",19500
REFDE00145,"DELL REFURBISHED INSPIRON DT 3250/ 6th Gen Ci3-6100U/ 4GB/ 1TB/ INT/ NO OS/ Display Not Included","Brand Refurbished Desktops",23500
REFDE00146,"DELL REFURBISHED INSPIRON DT 3250/ 6th Gen Ci3-6100U/ 4GB/ 1TB/ INT/ WIN 10/ Display Not Included","Brand Refurbished Desktops",26500
REFDE00262,"DELL REFURBISHED INSPIRON DT 3268/ 7TH GEN CI3-7100U/ 4GB/ 1TB/ INT/ NO OS/ DISPLAY NOT INCLUDED","Brand Refurbished Desktops",25000
REFDE00263,"DELL REFURBISHED INSPIRON DT 3268/ PDC G4560/ 4GB/ 1TB/ INT/ NO OS/ DISPLAY NOT INCLUDED","Brand Refurbished Desktops",18000
REFDE00340,"DELL REFURBISHED INSPIRON DT 3647/ 4th Gen Ci3-4170/ 4GB/ 500GB/ 2GB/ WIN 10/ Display Not Included","Brand Refurbished Desktops",29000
REFDE00157,"DELL REFURBISHED INSPIRON DT 5459/ 6th Gen Ci5-6400/ 8GB/ 1TB/ 4GB/ WIN 10/ 23.8-Inch FHD TOUCH","Brand Refurbished Desktops",42000
REFDE00194,"DELL REFURBISHED VOSTRO DT 3250/ PDC G4400/ 4GB/ 500GB/ INT/ WIN 10/ Display Not Included","Brand Refurbished Desktops",22400
REFDE00320,"DELL REFURBISHED VOSTRO DT 3268( 7TH GEN CI3-7100U/ 4GB/ 1TB/ INT/ WIN 10/ DISPLAY NOT INCLUDED)","Brand Refurbished Desktops",26000
REFDE00277,"DELL REFURBISHED VOSTRO DT 3668/ 7TH GEN CI3-7100U/ 4GB/ 1TB/ INT/ WIN 10/ DISPLAY NOT INCLUDED","Brand Refurbished Desktops",26000
REFDE00196,"DELL REFURBISHED VOSTRO DT 3800/ 4th Gen Ci3-4170/ 4GB/ 500GB/ INT/ NO OS/ Display Not Included","Brand Refurbished Desktops",23000
NEWNBK00200,"HP 245 G5 NOTEBOOK (AMD A6-7310 4GB /500GB/DOS/14""/DVD) 1 YEAR WARRANTY","Brand New Laptops",17999
rpc_1,"rpc 1","IBM Laptops",5600
rpc_2,"rpc 2","IBM Laptops",112
FREEVOW103,"VOW V103 (Black + Silver)","Feature Phone",575
24135
